城市,名称,链接,户型,面积,朝向,楼层,装修,小区,区域,总价,单价,建成时间,发布时间,关注,其他信息
上海,总价低+户型方正+精装修+生活配套齐全,https://sh.lianjia.com/ershoufang/107104614892.html,2室0厅,50.47平米,北,低楼层(共6层),简装,中山北路945弄,大宁, 350万,"69,349元/平",1991年建,一年前发布,301人关注,板楼、VR看装修、房本满五年
上海,大面积低总价中楼层业主诚售看中的话愿意见面聊的,https://sh.lianjia.com/ershoufang/107107193131.html,2室1厅,61.43平米,南 北,中楼层(共6层),简装,柳营路1025弄,大宁, 399万,"64,952元/平",1994年建,1个月以前发布,6人关注,板楼、VR房源、房本满五年
上海,双南户型，户型正气，全明中间楼层，出门商圈配套,https://sh.lianjia.com/ershoufang/107106737495.html,2室1厅,72.7平米,南,中楼层(共6层),毛坯,灵石路896弄,大宁, 539万,"74,141元/平",1994年建,3个月以前发布,9人关注,板楼、VR看装修、房本满五年
上海,洛川中路1100弄 2室1厅 南 北,https://sh.lianjia.com/ershoufang/107106877319.html,2室1厅,50.69平米,南 北,中楼层(共6层),简装,洛川中路1100弄,大宁, 380万,"74,966元/平",1985年建,3个月以前发布,5人关注,板楼、VR看装修、房本满五年
上海,"优质户型,业主诚意，二手买进,满五年V一税费低",https://sh.lianjia.com/ershoufang/107106575174.html,2室1厅,89.54平米,南,中楼层(共6层),精装,粤秀苑,大宁, 650万,"72,594元/平",1998年建,4个月以前发布,33人关注,板楼、VR看装修、房本满五年
上海,高区采光好+一手动迁满五年+诚意卖房+车位充足+公园旁,https://sh.lianjia.com/ershoufang/107107330706.html,2室2厅,73.7平米,南,18层,精装,绿色丽园,大宁, 900万,"122,117元/平",2003年建,1个月以前发布,11人关注,板楼、近地铁、VR看装修、房本满五年
上海,店长主推，业主诚意出售，精装修，户型好，大宁商圈。,https://sh.lianjia.com/ershoufang/107106581732.html,2室1厅,50.41平米,南,高楼层(共6层),精装,上大东村,大宁, 355万,"70,423元/平",1987年建,4个月以前发布,12人关注,板楼、近地铁、VR看装修、房本满五年
上海,大宁路上中间楼层精装2房，近地铁，近久光，近公园,https://sh.lianjia.com/ershoufang/107106844264.html,2室0厅,51.31平米,南,中楼层(共6层),精装,上工新村,大宁, 395万,"76,984元/平",1979年建,3个月以前发布,7人关注,板楼、近地铁、VR看装修、房本满两年
上海,新挂牌！2008年小区，内环边，车位充足。,https://sh.lianjia.com/ershoufang/107107267659.html,1室1厅,75.46平米,南,低楼层(共26层),精装,盛源家豪城,大宁, 695万,"92,102元/平",2008年建,1个月以前发布,8人关注,板楼、VR看装修、房本满五年
上海,新梅新出总价低2房、附加花园、南北通透，采光无遮挡,https://sh.lianjia.com/ershoufang/107106835121.html,2室1厅,71.3平米,南 北,低楼层(共14层),精装,新梅共和城,大宁, 730万,"102,385元/平",2003年建,3个月以前发布,24人关注,板楼、近地铁、VR看装修、房本满五年
上海,闸二教学＋边套南北两房＋高价买进一套房＋产权清晰,https://sh.lianjia.com/ershoufang/107107137684.html,2室1厅,63.17平米,东南,低楼层(共6层),精装,广中西路818弄,大宁, 495万,"78,360元/平",1993年建,1个月以前发布,3人关注,板楼、VR房源、房本满五年
上海,地铁口南北通两房 全明售后公房,https://sh.lianjia.com/ershoufang/107105737634.html,2室1厅,50.16平米,南,高楼层(共6层),简装,中山北路805弄,大宁, 363万,"72,369元/平",1988年建,10个月以前发布,23人关注,板楼、近地铁、VR房源、房本满五年
上海,品质小区+不靠马路+随便停车+低总价上车房,https://sh.lianjia.com/ershoufang/107107319809.html,1室2厅,69.66平米,南,中楼层(共26层),简装,盛源家豪城,大宁, 766万,"109,963元/平",2008年建,1个月以前发布,2人关注,板楼、VR看装修、房本满五年
上海,近期必卖-电梯房推荐-J钱空间可大聊-满5年仅一套税少,https://sh.lianjia.com/ershoufang/107106468669.html,1室1厅,40.08平米,南,低楼层(共6层),简装,柳营路1025弄,大宁, 310万,"77,346元/平",1987年建,4个月以前发布,20人关注,板楼、VR房源、房本满五年
上海,近期必卖-电梯房推荐-J钱空间可大聊-满5年仅一套税少,https://sh.lianjia.com/ershoufang/107106468669.html,1室1厅,40.08平米,南,低楼层(共6层),简装,柳营路1025弄,大宁, 310万,"77,346元/平",1987年建,4个月以前发布,20人关注,板楼、VR房源、房本满五年
上海,闸二教学＋边套南北两房＋高价买进一套房＋产权清晰,https://sh.lianjia.com/ershoufang/107107137684.html,2室1厅,63.17平米,东南,低楼层(共6层),精装,广中西路818弄,大宁, 495万,"78,360元/平",1993年建,1个月以前发布,3人关注,板楼、VR房源、房本满五年
上海,地铁口南北通两房 全明售后公房,https://sh.lianjia.com/ershoufang/107105737634.html,2室1厅,50.16平米,南,高楼层(共6层),简装,中山北路805弄,大宁, 363万,"72,369元/平",1988年建,10个月以前发布,23人关注,板楼、近地铁、VR房源、房本满五年
上海,静安大宁 2012年高品质小区 南北直通 电梯小洋房,https://sh.lianjia.com/ershoufang/107106410977.html,2室1厅,87.35平米,南 北,高楼层(共7层),精装,和源祥邸珑庭,大宁, 993万,"113,681元/平",2011年建,5个月以前发布,121人关注,板楼、VR看装修、房本满五年
上海,精装修南北两房，得房率高，诚意出售，看房方便，满五,https://sh.lianjia.com/ershoufang/107106973403.html,2室2厅,68.14平米,南,低楼层(共6层),精装,绿苑(闸北),大宁, 560万,"82,184元/平",1997年建,2个月以前发布,14人关注,板楼、VR看装修、房本满两年
上海,悦公馆(永和东路) 2室2厅 南 北,https://sh.lianjia.com/ershoufang/107106926209.html,2室2厅,89.92平米,南 北,低楼层(共24层),精装,悦公馆(永和东路),大宁, 900万,"100,089元/平",2010年建,2个月以前发布,15人关注,板楼、VR看装修、房本满五年
上海,近地铁1号线，配套齐全，朝南91年房龄，安静,https://sh.lianjia.com/ershoufang/107106470616.html,2室1厅,66.07平米,南 北,中楼层(共6层),精装,上大东村,大宁, 535万,"80,975元/平",1991年建,4个月以前发布,8人关注,板楼、近地铁、VR看装修、房本满五年
上海,宁和小区 1室1厅 南,https://sh.lianjia.com/ershoufang/107106574727.html,1室1厅,45.54平米,南,中楼层(共6层),精装,宁和小区,大宁, 435万,"95,521元/平",1992年建,4个月以前发布,7人关注,板楼、近地铁、VR看装修、房本满五年
上海,精装房＋得房率高＋直接拎包入住或出租+业主诚意出售,https://sh.lianjia.com/ershoufang/107107122273.html,1室1厅,45.84平米,南,低楼层(共6层),精装,大宁路660弄,大宁, 385万,"83,988元/平",1992年建,2个月以前发布,3人关注,板楼、近地铁、VR看装修、房本满两年
上海,"房子诚意出售,采光好，精装修可以直接拎包入住",https://sh.lianjia.com/ershoufang/107107264988.html,1室1厅,44.25平米,南,高楼层(共6层),精装,宁和小区,大宁, 400万,"90,396元/平",1992年建,1个月以前发布,0人关注,板楼、近地铁、VR看装修、房本满两年
上海,户型方正干净整洁，单价总价低，看中价格可谈,https://sh.lianjia.com/ershoufang/107107085197.html,1室1厅,34.1平米,南,6层 ,简装,老沪太路258号,大宁, 275万,"80,646元/平",,2个月以前发布,4人关注,塔楼、近地铁、VR看装修、房本满五年
上海,精装修拎包入住中间楼层随时好看,https://sh.lianjia.com/ershoufang/107106824971.html,1室1厅,34.73平米,南,中楼层(共6层),精装,洛川中路1100弄,大宁, 286万,"82,350元/平",1985年建,3个月以前发布,14人关注,板楼、VR看装修、房本满五年
上海,急售，14平大露台，精装拎包入住，业主诚心出售,https://sh.lianjia.com/ershoufang/107106080565.html,2室1厅,55.84平米,南 北,高楼层(共32层),精装,上海滩大宁城(公寓),大宁, 748万,"133,955元/平",2012年建,7个月以前发布,42人关注,板楼、VR看装修、房本满五年
上海,高区视野开阔，采光不挡，满五税低，位置安静,https://sh.lianjia.com/ershoufang/107106868170.html,1室2厅,74.27平米,南,高楼层(共27层),精装,盛源家豪城,大宁, 815万,"109,735元/平",2008年建,3个月以前发布,6人关注,板楼、VR看装修、房本满五年
上海,双南户型  格局方正 得房率高配套完善 采光好,https://sh.lianjia.com/ershoufang/107106921095.html,2室1厅,69.42平米,南,低楼层(共6层),精装,灵石路896弄,大宁, 545万,"78,508元/平",1994年建,2个月以前发布,13人关注,板楼、VR看装修、房本满五年
上海,盛源家豪城高区1房，通风采光好，满5年WEI一，车位多,https://sh.lianjia.com/ershoufang/107106639665.html,1室2厅,74.28平米,南,高楼层(共27层),精装,盛源家豪城,大宁, 815万,"109,720元/平",2008年建,4个月以前发布,12人关注,板楼、近地铁、VR看装修、房本满两年
上海,单价总价低：业主出售，看房方便，都好谈，您来就是啦,https://sh.lianjia.com/ershoufang/107106799011.html,1室1厅,35.91平米,南,高楼层(共6层),精装,柳营路1025弄,大宁, 270万,"75,188元/平",1988年建,3个月以前发布,11人关注,板楼、VR看装修、房本满五年
上海,业主急售近地铁精装修无抵押的一房,https://sh.lianjia.com/ershoufang/107106616066.html,1室1厅,36.21平米,南 北,中楼层(共6层),精装,延长中路451弄,大宁, 348.5万,"96,245元/平",1987年建,4个月以前发布,12人关注,板楼、近地铁、VR看装修、房本满两年
上海,静安区快乐家苑一手好房精装修配套齐全,https://sh.lianjia.com/ershoufang/107106349191.html,2室1厅,87.27平米,南 北,6层,精装,快乐家苑,大宁, 715万,"81,930元/平",1999年建,5个月以前发布,14人关注,板楼、近地铁、VR房源、房本满五年
上海,老业主急售：东方明珠+婚房装修+安静楼层+有车位,https://sh.lianjia.com/ershoufang/107105134956.html,1室2厅,75.46平米,南,高楼层(共26层),精装,盛源家豪城,大宁, 816万,"108,137元/平",2008年建,一年前发布,89人关注,板楼、VR看装修、房本满五年
上海,非顶楼，房东诚意，装修干净可拎包入住，闸实＋风华,https://sh.lianjia.com/ershoufang/107105788761.html,1室2厅,36.13平米,南,高楼层(共6层),精装,柳营路1025弄,大宁, 275万,"76,115元/平",1988年建,9个月以前发布,40人关注,板楼、VR看装修、房本满两年
上海,满五税费少，采光充足，交通便捷，环境优美，不可缺少,https://sh.lianjia.com/ershoufang/107107177079.html,2室1厅,79.86平米,南 北,高楼层(共6层),精装,绿苑(闸北),大宁, 608万,"76,134元/平",1996年建,1个月以前发布,4人关注,板楼、VR房源、房本满五年
上海,优质房源，灵石公园旁，地铁20号线（在建）460米,https://sh.lianjia.com/ershoufang/107106725479.html,2室1厅,67.03平米,南,低楼层(共6层),简装,广中西路818弄,大宁, 480万,"71,610元/平",1993年建,3个月以前发布,9人关注,板楼、VR看装修、房本满五年
上海,双开间朝南，得房率高，户型方正，近地铁急售,https://sh.lianjia.com/ershoufang/107106738196.html,2室1厅,76.69平米,南,高楼层(共6层),简装,心族公寓,大宁, 640万,"83,453元/平",1996年建,3个月以前发布,11人关注,板楼、VR看装修、房本满五年
上海,小户型三房，合理改动，带花园，装修2年，品质小区,https://sh.lianjia.com/ershoufang/107107225015.html,3室2厅,78.98平米,南,6层,精装,永乐苑,大宁, 710万,"89,897元/平",1998年建,1个月以前发布,19人关注,板楼、VR看装修
上海,一楼带天井光线不错适合自己住或出租,https://sh.lianjia.com/ershoufang/107106237648.html,2室1厅,45.73平米,南,6层,精装,洛川中路960号,大宁, 385万,"84,190元/平",1986年建,6个月以前发布,22人关注,板楼、VR看装修、随时看房
上海,边套全明户型，楼层佳，单价低，诚意出售+20号线在建,https://sh.lianjia.com/ershoufang/107107401688.html,1室1厅,44.56平米,南,中楼层(共6层),精装,广中西路818弄,大宁, 305万,"68,448元/平",1993年建,24天以前发布,6人关注,板楼、VR看装修
上海,高区大三房坐拥北境之巅，坐拥魔都繁华，精装交付,https://sh.lianjia.com/ershoufang/107106238335.html,3室2厅,114.84平米,南 北,中楼层(共33层) ,精装,静安府东区,大宁, 1580万,"137,583元/平",,6个月以前发布,11人关注,板楼、近地铁、VR看装修
上海,电梯直达车库+中环以内小洋房+房子好的不得了！,https://sh.lianjia.com/ershoufang/107107078663.html,2室2厅,87.85平米,南,高楼层(共7层),简装,和源祥邸珑庭,大宁, 988万,"112,465元/平",2011年建,2个月以前发布,13人关注,板楼、VR房源
上海,静安府东区三房+精装修带空调地暖+视野采光好,https://sh.lianjia.com/ershoufang/107107129427.html,3室1厅,93.99平米,南,中楼层(共33层),精装,静安府东区,大宁, 1295万,"137,781元/平",2019年建,2个月以前发布,9人关注,板楼、近地铁、VR房源
上海,满五 ，业主置换，诚意急售，静待有缘人，看房方便,https://sh.lianjia.com/ershoufang/107107092148.html,2室1厅,95.62平米,南 西,中楼层(共34层),精装,明园森林都市滴翠苑,大宁, 880万,"92,031元/平",2007年建,2个月以前发布,9人关注,板楼、VR看装修
上海,带车位飞机户型，利用率高，大宁顶端楼盘，人车分流！,https://sh.lianjia.com/ershoufang/107106328547.html,3室2厅,106.15平米,南 北,高楼层(共18层),精装,仁恒静安世纪,大宁, 1360万,"128,121元/平",2022年建,6个月以前发布,48人关注,板楼、近地铁、VR看装修
上海,南府一梯一户大三房，私密性好，采光视野也很好！,https://sh.lianjia.com/ershoufang/107106954880.html,3室2厅,117.47平米,南,低楼层(共18层),精装,静安府东区,大宁, 1448万,"123,266元/平",2017年建,2个月以前发布,21人关注,板楼、近地铁、VR房源
上海,此房是轻奢大四房，中高区采光好，人车分流高品质小区,https://sh.lianjia.com/ershoufang/107106585852.html,4室2厅,137.75平米,南,低楼层(共18层) ,精装,静安府东区,大宁, 1800万,"130,672元/平",,4个月以前发布,7人关注,板楼、近地铁、VR房源
